"votes","seats"
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.46,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.462,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
0.464,0.127
