"votes","seats"
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.358,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.36,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
0.362,0.117
